,title,total,last,length
18836,"Modale, Iowa",4547,283,9188
18837,"Tower City, North Dakota",4546,252,10686
18838,"Ashland, Mississippi",4545,577,8494
18839,"Bradshaw, Nebraska",4545,336,11453
18840,"Viola, Tennessee",4544,129,9436
18841,"Wrightsville, Arkansas",4544,1368,8210
18842,"Portage Des Sioux, Missouri",4542,351,9660
18843,"Luke, Maryland",4541,80,11121
18844,"Oak Grove, Illinois",4541,1318,8176
18845,"Richmond, Kansas",4540,510,11494
18846,"Lewisville, Idaho",4538,467,10778
18847,"Meadow Vale, Kentucky",4538,765,6515
18848,"St. Hilaire, Minnesota",4535,272,10368
18849,"Newton Grove, North Carolina",4533,606,6675
18850,"Newcastle, Nebraska",4533,299,10504
18851,"Lowell, Wisconsin",4532,366,8984
18852,"Burnside Township, Clearfield County, Pennsylvania",4531,1137,5354
18853,"Carolina Shores, North Carolina",4530,1482,7968
18854,"Purcell, Missouri",4528,357,9378
18855,"Montrose, Arkansas",4528,526,6208
18856,"New Ross, Indiana",4527,334,10771
18857,"Allen, Nebraska",4527,411,11005
18858,"Roberts, Idaho",4527,647,9314
18859,"Olpe, Kansas",4524,504,15406
18860,"Bartelso, Illinois",4522,593,8844
18861,"Glencoe, Oklahoma",4522,583,11100
18862,"Selawik, Alaska",4522,772,8780
18863,"Oklee, Minnesota",4522,396,9967
18864,"Linwood, Kansas",4521,374,16633
18865,"Fordland, Missouri",4521,684,13515
18866,"Bennington, Oklahoma",4520,289,8261
18867,"Wolbach, Nebraska",4517,287,9949
18868,"West Union, South Carolina",4516,297,7875
18869,"Albion, Idaho",4515,262,11720
18870,"Village of Four Seasons, Missouri",4515,1493,9145
18871,"North Bonneville, Washington",4514,593,12919
18872,"Muscotah, Kansas",4513,200,11452
18873,"Lodgepole, Nebraska",4512,348,9805
18874,"North Hampton, Ohio",4511,370,9491
18875,"Belview, Minnesota",4511,412,10609
18876,"Bonita, Louisiana",4510,335,7531
18877,"Collinston, Louisiana",4510,327,6824
18878,"Minnetonka Beach, Minnesota",4509,614,8857
18879,"Stanfield, North Carolina",4508,1113,7008
18880,"Auburn, Kansas",4507,1121,17085
18881,"Danielsville, Georgia",4505,457,13778
18882,"Inez, Kentucky",4505,466,10731
18883,"Franklintown, Pennsylvania",4501,532,7271
18884,"Ursina, Pennsylvania",4501,254,6261
18885,"Bayou Vista, Texas",4501,1644,7789
18886,"Veblen, South Dakota",4500,281,11772
18887,"McKee, Kentucky",4499,878,7380
18888,"Hudson Oaks, Texas",4498,1637,7609
18889,"Ste. Marie, Illinois",4497,261,12710
18890,"Long Grove, Iowa",4497,808,13012
18891,"Ideal, Georgia",4496,518,9234
18892,"Coalton, Illinois",4495,307,8546
18893,"Thurman, Iowa",4494,229,8945
18894,"Clifford, Michigan",4493,324,9857
18895,"Hastings, Iowa",4492,152,8689
18896,"Marshall, Oklahoma",4492,258,12275
18897,"Raymond, Iowa",4490,788,9271
18898,"Walnut Grove, Alabama",4488,710,9197
18899,"Maurice, Louisiana",4488,642,18857
18900,"Winchester, Idaho",4486,308,22954
18901,"Fountain, North Carolina",4485,533,7006
18902,"Randlett, Oklahoma",4485,511,7252
18903,"Republican City, Nebraska",4481,209,9136
18904,"Saint Joseph, Tennessee",4481,829,8158
18905,"Holt, Missouri",4480,405,11316
18906,"Fife Lake, Michigan",4479,466,11323
18907,"Ruthton, Minnesota",4479,284,11875
18908,"St. John, North Dakota",4479,358,9823
18909,"Boyd, Minnesota",4478,210,10127
18910,"Addison, Alabama",4478,723,11815
18911,"Warm Beach, Washington",4477,2040,6402
18912,"Sigel, Illinois",4476,386,8388
18913,"Follett, Texas",4476,412,7214
18914,"Ochelata, Oklahoma",4475,494,8319
18915,"Deer Park, Maryland",4474,405,10581
18916,"Buckner, Arkansas",4474,396,7405
18917,"Lake Shore, Minnesota",4473,966,9842
18918,"Morrison, Tennessee",4472,684,6859
18919,"Nashotah, Wisconsin",4472,1266,10263
18920,"Big Falls, Minnesota",4471,264,10476
18921,"Belle Terre, New York",4471,832,12057
18922,"Ovid, Colorado",4470,330,10593
18923,"Aurora, Oregon",4469,655,11310
18924,"Hamilton, Kansas",4468,334,11059
18925,"Bay View, Ohio",4467,692,10142
18926,"Everton, Missouri",4465,322,10610
18927,"Bartley, Nebraska",4464,355,10753
18928,"Woodworth, Louisiana",4463,1080,10051
18929,"Cove City, North Carolina",4461,433,6877
18930,"Alderson, Oklahoma",4461,261,7118
18931,"Dagsboro, Delaware",4459,519,9949
18932,"Greeley, Iowa",4458,256,10252
18933,"Dodd City, Texas",4458,419,7677
18934,"Cochrane, Wisconsin",4458,435,10570
18935,"Odell, Nebraska",4457,345,10451
18936,"Herman, Nebraska",4455,310,10138
18937,"Dallas, Wisconsin",4455,356,9360
18938,"Smithland, Iowa",4454,224,9328
18939,"Bloomington, Nebraska",4453,124,10042
18940,"Smithfield, West Virginia",4453,177,9447
18941,"Tuxedo Park, New York",4453,731,19976
18942,"Beatrice, Alabama",4451,412,7479
18943,"Warwick, Georgia",4451,430,8855
18944,"Mineral, Virginia",4449,424,8817
18945,"Sasser, Georgia",4448,393,8866
18946,"Giltner, Nebraska",4447,389,10686
18947,"Athens, Louisiana",4447,262,12507
18948,"Clarksville, New Hampshire",4443,294,9994
18949,"Makanda, Illinois",4442,419,10753
18950,"Sulphur Springs, Indiana",4441,346,9641
18951,"Fountain, Minnesota",4441,343,10056
18952,"Blackburn, Missouri",4437,284,10356
18953,"Danville, Georgia",4437,373,9519
18954,"Stratton, Vermont",4436,136,8436
18955,"Union Dale, Pennsylvania",4436,368,6466
18956,"Irondale, Missouri",4436,437,11680
18957,"Fromberg, Montana",4435,486,12053
18958,"Wakonda, South Dakota",4434,374,11809
18959,"Robeline, Louisiana",4432,183,18312
18960,"Lake Norden, South Dakota",4431,432,12680
18961,"Cecil, Wisconsin",4431,466,10016
18962,"Kingston Mines, Illinois",4430,259,8278
18963,"Granada, Minnesota",4430,317,10007
18964,"Landgrove, Vermont",4429,144,7297
18965,"Macksburg, Ohio",4429,202,9479
18966,"Chattanooga, Oklahoma",4429,432,9229
18967,"De Kalb, Missouri",4428,257,10566
18968,"Williamson, Illinois",4428,251,8707
18969,"Plantation, Kentucky",4428,902,7999
18970,"Cheswold, Delaware",4425,313,15387
18971,"Frederick, South Dakota",4422,255,13421
18972,"Alburnett, Iowa",4422,673,13614
18973,"Third Lake, Illinois",4422,1355,7793
18974,"New Riegel, Ohio",4419,226,9107
18975,"Rippey, Iowa",4419,292,15672
18976,"Maywood, Nebraska",4419,331,10110
18977,"Deer Trail, Colorado",4419,598,13753
18978,"Lingle, Wyoming",4418,510,9490
18979,"Lowell, Oregon",4418,857,10229
18980,"Polk, Ohio",4417,357,9458
18981,"Naplate, Illinois",4416,523,8617
18982,"Cuba, Kansas",4410,231,12258
18983,"Silverhill, Alabama",4409,616,8926
18984,"Tehuacana, Texas",4408,307,7586
18985,"Mayer, Minnesota",4408,554,11722
18986,"Hersey, Michigan",4405,374,10291
18987,"Washta, Iowa",4405,282,8977
18988,"Oakville, Iowa",4405,173,9505
18989,"Norwood Court, Missouri",4405,1061,8927
18990,"Reyno, Arkansas",4404,484,7086
18991,"Bardolph, Illinois",4402,253,8599
18992,"Waldo Township, Russell County, Kansas",4402,108,9799
18993,"Greencastle, Missouri",4401,308,10366
18994,"Stanton, North Dakota",4401,345,9824
18995,"Summit, South Dakota",4400,281,11373
18996,"Bly, Oregon",4400,750,11615
18997,"Fulton, Texas",4399,1553,10341
18998,"Wartburg, Tennessee",4398,890,14210
18999,"Taconite, Minnesota",4396,315,10664
19000,"Thornburg, Pennsylvania",4394,468,7498
19001,"Kinston, Alabama",4394,602,8698
19002,"Grand River, Ohio",4393,345,10665
19003,"Wright, Wyoming",4390,1347,12428
19004,"Wolverine, Michigan",4389,359,8959
19005,"Bulls Gap, Tennessee",4388,714,10490
19006,"Leonard, Michigan",4387,332,10596
19007,"West Middletown, Pennsylvania",4386,144,6565
19008,"Ogilvie, Minnesota",4386,474,10391
19009,"Sullivan, Wisconsin",4386,688,11464
19010,"Reedsville, West Virginia",4385,517,9410
19011,"Otis, Maine",4381,543,8372
19012,"Sand Point, Alaska",4380,952,18449
19013,"Quinby, South Carolina",4379,842,6883
19014,"Audubon, Minnesota",4378,445,9956
19015,"Dudley, Pennsylvania",4376,192,6200
19016,"Casnovia, Michigan",4376,315,10321
19017,"Surrey, North Dakota",4376,917,11629
19018,"Mill Creek, Oklahoma",4373,340,9596
19019,"Durbin, West Virginia",4373,262,9701
19020,"Sanford, Michigan",4373,943,10627
19021,"Kinney, Minnesota",4372,199,14655
19022,"Waverly, Kentucky",4369,297,6279
19023,"East Gull Lake, Minnesota",4369,978,11822
19024,"Dripping Springs, Texas",4369,1548,13308
19025,"Rome, Pennsylvania",4368,382,7671
19026,"Vergennes, Illinois",4367,491,8429
19027,"Terrytown, Nebraska",4366,646,9712
19028,"Prairie Farm, Wisconsin",4364,508,8891
19029,"Whittemore, Michigan",4364,476,9999
19030,"Port Hope, Michigan",4363,310,10417
19031,"Womelsdorf (Coalton), West Virginia",4363,247,8320
19032,"Craig, Nebraska",4360,241,10480
19033,"Fisk, Missouri",4359,363,12553
19034,"South Cle Elum, Washington",4359,457,13068
19035,"Clark Fork, Idaho",4356,530,12308
19036,"Midland, Arkansas",4354,253,6061
19037,"Odum, Georgia",4354,414,11643
19038,"Grey Eagle, Minnesota",4352,335,10210
19039,"New Holland, Illinois",4350,318,9088
19040,"Hartman, Arkansas",4350,596,5709
19041,"St. Nazianz, Wisconsin",4350,749,14615
19042,"Ellisburg (village), New York",4349,269,7283
19043,"Pink Hill, North Carolina",4348,521,6594
19044,"Shirleysburg, Pennsylvania",4345,140,6858
19045,"Harrison, Nebraska",4345,279,16313
19046,"Severance, Colorado",4345,597,12209
19047,"Geraldine, Alabama",4344,786,7600
19048,"Hampton, Florida",4343,431,11900
19049,"Westcliffe, Colorado",4342,417,13826
19050,"Embarrass, Wisconsin",4342,399,10332
19051,"Wimbledon, North Dakota",4342,237,11064
19052,"Troutdale, Virginia",4342,1230,8724
19053,"Sledge, Mississippi",4342,529,6097
19054,"Eastbrook, Maine",4341,370,9896
19055,"Badger, Minnesota",4341,470,9974
19056,"Byromville, Georgia",4340,415,10053
19057,"Clarksdale, Missouri",4338,351,10329
19058,"Prague, Nebraska",4337,346,9874
19059,"Driftwood, Pennsylvania",4336,103,10643
19060,"Centertown, Kentucky",4335,416,6648
19061,"Stella, Nebraska",4334,220,9809
19062,"St. Stephen, Minnesota",4334,860,9179
19063,"Woodburn, Iowa",4333,202,7950
19064,"Eden, Wisconsin",4333,687,10813
19065,"Lula, Mississippi",4332,370,8650
19066,"Hosmer, South Dakota",4332,287,14157
19067,"Stratton, Ohio",4332,277,10186
19068,"Snydertown, Northumberland County, Pennsylvania",4331,357,13236
19069,"Tabor, South Dakota",4331,417,11631
19070,"Dunn, Dunn County, Wisconsin",4331,1492,5943
19071,"Pulaski, Iowa",4330,196,8624
19072,"Sylvan Beach, New York",4330,1071,9735
19073,"Prompton, Pennsylvania",4329,243,8676
19074,"Russell, Minnesota",4329,371,9758
19075,"Skellytown, Texas",4329,610,8237
19076,"Oakley, Michigan",4325,339,12357
19077,"Crowder, Oklahoma",4324,436,6923
19078,"Langley, Oklahoma",4324,669,7140
19079,"Crawfordsville, Iowa",4323,265,10675
19080,"Pelican Bay, Texas",4323,1505,9402
19081,"French Settlement, Louisiana",4321,945,7922
19082,"Commerce, Missouri",4319,110,10976
19083,"Woodstock, Ohio",4318,317,8852
19084,"Platea, Pennsylvania",4318,474,7035
19085,"Fleischmanns, New York",4318,351,15889
19086,"Gorham, Illinois",4316,256,9358
19087,"Richville, New York",4315,274,6746
19088,"Alpena, South Dakota",4315,265,13303
19089,"New Underwood, South Dakota",4315,616,12138
19090,"Culver, Oregon",4314,802,10774
19091,"Walnut Grove, Georgia",4313,1241,8500
19092,"Ravenwood, Missouri",4312,448,9372
19093,"Francis, Utah",4312,698,7588
19094,"Cushman, Arkansas",4311,461,7044
19095,"Arcadia Lakes, South Carolina",4310,882,6798
19096,"Oriskany, New York",4309,1459,8077
19097,"Coal Creek, Fremont County, Colorado",4307,303,12414
19098,"Simsboro, Louisiana",4307,684,9372
19099,"West Harrison, Indiana",4306,284,10222
19100,"Esperance (village), New York",4306,380,7764
19101,"Rosedale, Louisiana",4306,753,7267
19102,"Le Roy, Michigan",4303,267,9172
19103,"Chilhowee, Missouri",4303,329,11314
19104,"Mexico Beach, Florida",4301,1017,12936
19105,"Willow, Alaska",4300,1658,10492
19106,"Havana, Arkansas",4299,392,8564
19107,"New Alexandria, Ohio",4298,222,12269
19108,"Wallins Creek, Kentucky",4298,257,6001
19109,"Jeffersonville, New York",4297,420,8770
19110,"Norwood, Colorado",4296,438,11018
19111,"Milligan, Nebraska",4294,315,10054
19112,"Vonore, Tennessee",4293,1162,15799
19113,"Palmer, Illinois",4292,248,12116
19114,"Plymouth, Utah",4291,328,6428
19115,"Chenequa, Wisconsin",4290,583,15726
19116,"Shirley, Maine",4289,183,8963
19117,"Trafford, Alabama",4289,523,6825
19118,"Oronoco, Minnesota",4289,883,11554
19119,"Haines, Oregon",4288,426,9510
19120,"Varnell, Georgia",4288,1491,9399
19121,"South Wayne, Wisconsin",4286,484,8728
19122,"Dunlevy, Pennsylvania",4284,397,6878
19123,"Ahmeek, Michigan",4281,157,18331
19124,"Powers Lake, North Dakota",4281,309,9854
19125,"Lancaster, Minnesota",4280,363,10118
19126,"Walker, Missouri",4278,275,10035
19127,"Woodville, Alabama",4277,761,7136
19128,"Alba, Missouri",4277,588,10135
19129,"Hopewell, Bedford County, Pennsylvania",4276,222,7500
19130,"Jay, Florida",4276,579,14868
19131,"Diller, Nebraska",4275,287,9923
19132,"Cherry Valley, Arkansas",4275,704,8446
19133,"Worthing, South Dakota",4274,585,11129
19134,"Jasper, Arkansas",4272,498,7799
19135,"Glenbeulah, Wisconsin",4272,378,11262
19136,"Kibler, Arkansas",4270,969,6604
19137,"Ridgecrest, Louisiana",4270,801,7559
19138,"Gilboa, Ohio",4269,170,15224
19139,"Sawyerville, Illinois",4269,295,7863
19140,"Loretto, Kentucky",4266,623,6969
19141,"Birchwood, Wisconsin",4265,518,13931
19142,"Venango, Pennsylvania",4264,288,7598
19143,"Cosmos, Minnesota",4262,582,10461
19144,"Hartsburg, Illinois",4260,358,8467
19145,"Brodnax, Virginia",4260,317,7531
19146,"Lyman, Washington",4259,409,9540
19147,"Mountain View, Wyoming",4256,1153,10370
19148,"Clint, Texas",4255,980,10051
19149,"Fenton, Iowa",4254,279,9797
19150,"Mill Creek, Pennsylvania",4254,351,7255
19151,"Cashion, Oklahoma",4254,635,10558
19152,"Callery, Pennsylvania",4252,444,9224
19153,"Morrison, Colorado",4251,430,19795
19154,"Persia, Iowa",4250,363,9316
19155,"Pittsburg, Oklahoma",4250,280,6811
19156,"Jeffersonville, Illinois",4249,366,8735
19157,"Currie, Minnesota",4248,225,13068
19158,"Houston, Alaska",4248,1202,8844
19159,"Lowry Crossing, Texas",4248,1229,6364
19160,"Willernie, Minnesota",4247,549,9042
19161,"Catawba, Ohio",4246,312,10829
19162,"Midland, Ohio",4244,265,9048
19163,"Thompson, Pennsylvania",4242,299,6836
19164,"Woodson, Illinois",4241,559,9076
19165,"Lakewood Club, Michigan",4241,1006,8963
19166,"Remington, Virginia",4240,624,8418
19167,"Bowersville, Georgia",4237,334,8981
19168,"Louise, Mississippi",4237,315,8113
19169,"Bone Gap, Illinois",4236,272,10288
19170,"Hewlett Bay Park, New York",4234,484,8989
19171,"Ash Flat, Arkansas",4233,977,9442
19172,"Naturita, Colorado",4233,635,11488
19173,"New London, North Carolina",4232,326,10936
19174,"Barryton, Michigan",4230,381,10551
19175,"Waltham, Maine",4228,306,8195
19176,"Winston, Missouri",4228,247,12772
19177,"Benton Ridge, Ohio",4228,315,10247
19178,"Emmons, Minnesota",4228,432,10468
19179,"Swanville, Minnesota",4228,351,9679
19180,"Barnard, Missouri",4226,257,10635
19181,"Kechi, Kansas",4226,1038,12039
19182,"Ames, Texas",4226,1079,7069
19183,"Vermilion, Illinois",4225,239,7441
19184,"Montgomery, Michigan",4224,386,8986
19185,"Arietta, New York",4223,293,11900
19186,"Barrett, Minnesota",4222,355,16292
19187,"Ewing, Illinois",4220,310,8897
19188,"Metcalfe, Mississippi",4220,1109,6366
19189,"Flemington, West Virginia",4218,287,10035
19190,"Minden City, Michigan",4217,242,8596
19191,"Glenwood, Missouri",4217,203,10892
19192,"McCool Junction, Nebraska",4217,385,12248
19193,"Gilman, Taylor County, Wisconsin",4217,474,13759
19194,"Poquott, New York",4217,975,9837
19195,"Pollock, South Dakota",4216,339,12396
19196,"Germantown, Kentucky",4215,190,9774
19197,"Pollocksville, North Carolina",4214,269,7235
19198,"Orrville, Alabama",4214,230,9904
19199,"Uniontown, Washington",4213,345,11151
19200,"Horseshoe Bend, Idaho",4212,770,16902
19201,"Meridian, New York",4211,350,8022
19202,"Rushville, Missouri",4210,280,8925
19203,"Wellersburg, Pennsylvania",4207,176,5781
19204,"Ladora, Iowa",4207,283,9009
19205,"Viburnum, Missouri",4207,825,9907
19206,"Mineral Springs, North Carolina",4207,1370,7200
19207,"Epes, Alabama",4206,206,12922
19208,"Cisco, Illinois",4206,264,6581
19209,"Peru, Kansas",4206,183,10779
19210,"Colome, South Dakota",4206,340,12039
19211,"Errol, New Hampshire",4205,298,11477
19212,"Clarks Grove, Minnesota",4205,734,10901
19213,"Bell City, Missouri",4204,461,10840
19214,"Green Isle, Minnesota",4203,334,10813
19215,"Potter, Nebraska",4203,390,9991
19216,"Coalmont, Tennessee",4203,948,8268
19217,"Grubbs, Arkansas",4202,438,5891
19218,"Yatesville, Georgia",4201,408,8734
19219,"Jacksonport, Arkansas",4200,235,6630
19220,"St. Francis, South Dakota",4200,675,11762
19221,"Prairie Grove, Illinois",4198,960,9658
19222,"Hoboken, Georgia",4197,463,11260
19223,"Parmele, North Carolina",4196,290,6792
19224,"Pitsburg, Ohio",4195,392,10202
19225,"Driscoll, Texas",4195,825,7024
19226,"Cambridge, Idaho",4194,360,14076
19227,"Tribbey, Oklahoma",4193,3299,6444
19228,"Shalimar, Florida",4192,718,19918
19229,"Wilcox, Nebraska",4191,360,9482
19230,"Carbon, Texas",4191,224,6775
19231,"Neshkoro, Wisconsin",4189,453,9664
19232,"New Point, Indiana",4188,290,12530
19233,"Biggers, Arkansas",4185,355,7092
19234,"Cleveland, Alabama",4183,1241,7382
19235,"Orland, Indiana",4182,341,13131
19236,"Streeter, North Dakota",4182,172,11012
19237,"Grand Cane, Louisiana",4179,191,14165
19238,"Kirkville, Iowa",4178,167,9041
19239,"Hillsboro, Alabama",4178,608,7492
19240,"Waltonville, Illinois",4178,422,11881
19241,"Metcalf, Illinois",4176,213,6537
19242,"Island City, Oregon",4176,916,9410
19243,"Lindsay, Nebraska",4175,276,11318
19244,"Parnell, Missouri",4172,197,12007
19245,"Wilmot, Ohio",4172,335,8787
19246,"Whiting, Kansas",4171,206,10740
19247,"Spring Brook, Wisconsin",4171,1320,2946
19248,"Bryant, Indiana",4170,272,10505
19249,"Gaston, Oregon",4169,600,15301
19250,"Port William, Ohio",4168,258,9538
19251,"Canalou, Missouri",4168,348,11099
19252,"Canute, Oklahoma",4168,524,9497
19253,"Malden, Illinois",4167,343,8302
19254,"Bienville, Louisiana",4167,262,10601
19255,"Clayton (village), Wisconsin",4165,507,10180
19256,"Depoe Bay, Oregon",4165,1174,14115
19257,"Fillmore, Missouri",4162,211,10226
19258,"Bolckow, Missouri",4159,234,10185
19259,"Northfield, Kentucky",4158,970,6991
19260,"Patriot, Indiana",4157,202,10874
19261,"Cazenovia, Wisconsin",4157,326,10812
19262,"Seven Points, Texas",4156,1145,8937
19263,"Gambell, Alaska",4154,649,16773
19264,"Center City, Minnesota",4153,582,11328
19265,"Malden, Washington",4153,215,10227
19266,"Wilbur Park, Missouri",4151,475,8928
19267,"Wallsburg, Utah",4150,274,7731
19268,"Cut and Shoot, Texas",4150,1158,16025
19269,"Gordon, Alabama",4148,408,8396
19270,"Rolling Fields, Kentucky",4148,648,7771
19271,"Bertram, Texas",4148,1122,10786
19272,"Broadus, Montana",4147,451,15451
19273,"Merrimac, Wisconsin",4146,416,9971
19274,"Kilbourne, Illinois",4146,375,7917
19275,"Mapleton, North Dakota",4145,606,11733
19276,"Tuscola, Texas",4144,714,7333
19277,"Vandemere, North Carolina",4142,289,8245
19278,"Green Level, North Carolina",4142,2042,7405
19279,"Kimballton, Iowa",4141,322,10745
19280,"Prospect, New York",4140,330,7767
19281,"Woodland Hills, Kentucky",4139,657,8016
19282,"Burlington, Michigan",4138,405,9593
19283,"Gladstone, Illinois",4138,284,9649
19284,"Edmore, North Dakota",4138,256,9850
19285,"Franklin Springs, Georgia",4138,762,10037
19286,"Seldovia, Alaska",4137,286,14614
19287,"Deary, Idaho",4137,552,13477
19288,"Ennis, Montana",4137,840,19602
19289,"Elk City, Idaho",4136,376,5736
19290,"New Bloomington, Ohio",4135,548,9283
19291,"Page, North Dakota",4135,225,10608
19292,"Dearing, Georgia",4134,441,8994
19293,"Okay, Oklahoma",4134,597,9696
19294,"Angoon, Alaska",4133,572,15921
19295,"Magnolia, Illinois",4130,279,7925
19296,"Stapleton, Georgia",4129,318,8623
19297,"Nelson, Missouri",4127,212,9339
